,Etruscan,Translations,POS,Is inferred,Is suffix,Abbreviation of,Suffix indexes,city name,place name,name,epithet,theo,cogn,prae,nomen,nom,acc,masc,fem,nas-part,nasa-part,u-part,θ-impv,θ-part,θas-part,as-part,act,pass,non-past,past,impv,jussive,necess,inanim,anim,indef,def,deictic particle,enclitic particle,enclitic conj,dem,adv,art,conj,post,pro,rel,subord,neg,num,1st gen,2nd gen,1st abl,2nd abl,loc,1st pert,2nd pert,1st pers,2nd pers,3rd pers,pl,gen,abl,pert,TAG
605,tutnaσ,"((True, 'tutna'),)",masc nomen 1st gen,False,True,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
606,tutnaśa,"((True, 'tutna'),)",masc nomen 1st gen,False,False,,"(48,)",,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
607,uθraσ,"((True, 'uthra'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
608,uθuzteθs,"((True, 'of odysseus'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
609,ultimnial,"((True, 'ultimni'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
610,ulχniσ-,"((True, 'ulkhni'),)",masc nomen 1st gen,False,True,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
611,ulχniśla,"((True, 'ulkhni'),)",masc nomen 1st gen,False,False,,"(42,)",,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
612,unatn,"((True, 'unatnei'),)",fem nomen 2nd gen,False,False,unatnal,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
613,unatnal,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
614,uślna,"((True, 'ushlna'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
615,uślnal,"((True, 'ushlnei'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
616,utaves,"((True, 'utave'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
617,utaš,"((True, 'utas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
618,.s^+.lapina.s^+.,"((True, 'slapinas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
619,φisis,"((True, 'phisi'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
620,χurcles,"((True, 'khurcles'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
621,χurχles,"((True, 'khurkhles'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
622,fanacnal,"((True, 'fanacnei'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
623,fastntru,"((True, 'fastntru'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
624,feleśkenaσ,"((True, 'feleshkena'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
625,fêlσni,"((True, 'felsni'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
626,felsnas,"((True, 'felsnas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
627,feluśkeσ,"((True, 'felushke'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
628,fl,"((True, 'flavia'),)",fem prae nom acc,False,False,flavia,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
629,flavia,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
630,flavia,(),fem prae nom acc,False,True,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
631,flavienas,"((True, 'flavienas'),)",masc nomen 1st,False,False,,,,,,,,0,0,1,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NOUN
632,fuln[---],"((True, 'fuln[---]'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
633,fulnial,"((True, 'fulni'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
634,fulus,"((True, 'fulu'),)",masc prae 1st gen,False,True,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
635,fulu.σ.la,"((True, 'fulu'),)",masc prae 1st gen,False,False,,"(5,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
636,fufle,"((True, 'fufle'),)",masc cogn nom acc,False,False,,,,,,,,1,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
637,[---]aninal,(),fem nomen 2nd gen,False,True,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
638,[----]aninalc,(),fem nomen 2nd gen,False,False,,"(29,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
639,[---]pnal,(),fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
640,[---]uσ,(),1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,
641,ас,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
642,acazrce,(),past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
643,acil,"((True, ''), (True, 'is necessary'))",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,ADJ
644,acil,"((True, 'work'), (False, 'product'))",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
645,acilθ,"((True, ''), (True, 'is necessary'))",nom acc,False,False,,"(25,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,ADJ
646,acnaice,"((False, 'made'),)",past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
647,acnanas,"((True, 'having given birth to'),)",nas-part,False,False,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
648,acnanasa,"((True, 'having produced'),)",nasa-part,False,False,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
649,avil,"((True, 'year'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
650,avils,"((True, 'year'),)",1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
651,aisece,(),past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
652,aiser,"((True, 'gods'),)",anim pl nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,1,False,False,False,NOUN
653,ala,"((True, 'donate'),)",jussive,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
654,aliqu,"((True, 'donated'), (True, 'presented'))",u-part,False,False,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
655,alpan,"((False, 'thank offering'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
656,alpnina,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
657,amce,"((True, 'was'),)",past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
658,ame,"((True, 'is'),)",non-past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
659,an,"((True, 'who'),)",anim rel pro nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,1,1,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
660,anc,"((True, 'who'),)",rel pro nom,False,False,,"(58,)",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
661,apa,"((True, 'father'),)",nom acc,False,True,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
662,apac,"((True, 'father'),)",nom acc,False,False,,"(29,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
663,apana,"((True, 'paternal'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,ADJ
664,apasi,"((True, 'father'),)",1st pert,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
665,.a.pirase,"((True, 'april'),)",loc,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,NOUN
666,aprenσaiσ,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
667,ara,"((True, 'put'), (True, 'place'), (True, 'make'))",jussive,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
668,arce,"((True, 'constructed'), (True, 'made'))",past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
669,ati,"((True, 'mother'),)",nom acc,False,True,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
670,atic,"((True, 'mother'),)",nom acc,False,False,,"(29,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
671,atial,"((True, 'mother'),)",2nd gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
672,.a.s^+u,(),nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,
673,c,"((True, 'son'),)",nom acc,False,False,clan,"(29, 40)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
674,clan,"((True, 'son'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
675,c,"((True, 'and'),)",enclitic conj,True,False,,"(40,)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,False,False,False,CONJ
676,c,(),enclitic particle,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,False,False,False,PRT
677,ca,"((True, 'this'),)",dem pro nom,False,False,,"(12,)",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
678,ca,"((True, 'this'),)",dem pro nom,True,False,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
679,camθi,(),nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,
680,canθiśal,(),2nd gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,
681,capi,"((True, 'take'),)",impv,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
682,careśri,"((False, 'must be'),)",necess,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
683,cealχls,"((True, 'thirty'),)",num 1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,,,True,False,False,NUM
684,cezpalχ,"((True, 'thirty'),)",num nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,False,False,False,NUM
685,cehen,"((True, 'this'),)",dem pro nom,False,False,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
686,ceizra,"((True, 'of ceisie'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
687,cela,"((True, 'chamber'),)",loc,False,True,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,NOUN
688,celati,"((True, 'chamber'),)",loc,False,False,,"(20,)",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,NOUN
689,celeniarasi,"((True, 'son'),)",anim pl 1st pert,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,1,False,False,True,NOUN
690,cel,"((True, 'this'),)",loc,False,True,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,DET
691,celθi,"((True, 'this'),)",loc,False,False,,"(53,)",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,DET
692,celi,"((True, 'earth'),)",loc,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,NOUN
693,celtinêi,"((False, 'district'),)",loc (?),False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.5,0,0,,,,,False,False,False,NOUN
694,cen,"((True, 'this'),)",dem pro nom,False,False,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
695,cên,"((True, 'this'),)",dem pro nom,False,False,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
696,cenu,"((True, 'sold'), (False, 'ceded'))",u-part,False,False,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
697,ceś,"((True, 'this'),)",dem pro 1st abl,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,1,0,0,0,0,,,,,False,True,False,PRON
698,ceśu,"((True, 'resided'),)",u-part,False,False,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
699,cepen,"((True, 'priest'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
700,cerine,"((False, 'is constructed'),)",non-past pass (?),False,False,,,,,,,,,,,,,,,,,,,,,,0,0.5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
701,ceriχunce,"((True, 'built'), (True, 'constructed'))",past act,False,False,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
702,cerur,(),nom acc,False,True,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,
703,cerurum,(),nom acc,False,False,,"(10,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,
704,cesu,"((True, 'buried'),)",u-part,False,False,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,VERB
705,ceuσn,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
706,ceχa,"((True, 'on behalf of'),)",post,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,False,False,False,ADP
707,ceχa,"((False, 'above'),)",adv,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,False,False,False,ADV
708,ceχne,(),loc,False,True,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,
709,ceχaneri,(),loc,False,True,,"(37,)",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,,,,,False,False,False,
710,cver,"((False, 'votive offering'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
711,cvera,"((False, 'votive offering'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
712,ci,"((True, 'three'),)",num nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,False,False,False,NUM
713,ciem,(),num nom acc,False,False,,"(35,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,,,,,False,False,False,NUM
714,cilθl,"((False, 'citadel'),)",2nd gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
715,cis,"((True, 'three'),)",num 1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,,,,,True,False,False,NUM
716,cl-,"((True, 'this'),)",dem pro loc,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,1,0,0,,,,,False,False,False,PRON
717,clan,"((True, 'son'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
718,clanc,"((True, 'son'),)",nom acc,False,False,,"(29, 4)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
719,cle,"((True, 'the'),)",dem pro loc,True,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,1,0,0,,,,,False,False,False,PRON
720,clen,"((True, 'son'),)",abl,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NOUN
721,clenar,"((True, 'sons'),)",anim pl nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,1,False,False,False,NOUN
722,clenaraσi,"((True, 'sons'),)",anim pl 1st pert,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,1,False,False,True,NOUN
723,cleniar,"((True, 'sons'),)",anim pl nom acc,False,True,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,1,False,False,False,NOUN
724,cleniarc,"((True, 'sons'),)",anim pl nom acc,False,False,,"(29,)",,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,1,False,False,False,NOUN
725,clenσi,"((True, 'son'),)",1st pert,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
726,clensi,"((True, 'son'),)",1st pert,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
727,cles,"((True, 'son'),)",1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
728,cletram,"((True, 'litter'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
729,clθi,"((True, 'this'),)",dem pro loc,False,False,,"(53,)",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,1,0,0,,,,,False,False,False,PRON
730,clθi,(),2nd gen (?),False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0,0,0,0,,,,,True,False,False,
731,cliniiaras,"((True, 'sons'),)",anim pl 1st gen,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,1,True,False,False,NOUN
732,clitram,"((True, 'litter'),)",nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
733,cn,"((True, 'this'),)",dem pro acc,False,False,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
734,cnl,"((True, 'this'),)",dem pro acc,False,False,,"(52,)",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,0,0,0,0,0,,,,,False,False,False,PRON
735,cσ,"((True, 'this'),)",dem pro 1st abl,False,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,0,1,0,0,0,0,,,,,False,True,False,PRON
