key,T,C,A,CIEP
2,vestarcnies,vestarcanias,mr-vestarcnies,5421
1,,tenthas avil,mr-velthurpartunus,5423
1,,velthur,mr-velthurmrs-larisisdaughters-husbandsonof-mrscuclnison,5426
1,,spurinas arnth cuclnial metlialc,mr-arnthclanitiemr-,5427
2,mamamarcespuriiazas,,,5429
1,,pulenas,of-mr-larispulenasonof-mr-larcegrandfatherof-ms-larthis,5430
2,,velthurus neft(u)s prumt(u)s,nephewof-mr-velthurgreatgrandsonof-ms-larisithegreeks,5430
3,,an zich nethsrac acasce creals tarchnalth,whothiswritingof-entrailsinterpretations-alsohe-did-storehereas-ambassadorat-tarquinia,5430
5,,luthcva pachanac,the-principal-vegetable-sacrificesof-the-sun-god-cathaand-thegod-bacchusgroup-ofworshippersbronze-statue,5430
6,,chim,the-honeyed-wineof-the-godgrabovuof-the-dictatorthe-triple,5430
8,,amce,bronze-statueat-the-inmostsanctuary-of-the-templemlusnaranvismlamna---------------------mnathuras,5430
2,,thanchvilu,mrs-acnatruis-daughtershusband-alsomr-thanchvilu,5432
1,pinaial,,,5433
1,,partunial,,5436
2,arnthalisla,,mrs-arnthisgrandchilds,5437
2,cuclnies,cuclnies,,5438
3,pa,pa(pa),our-grandfather,5440
1,,l(a)r(isusa) rputzs ril,mr-palazusmr-aulesmr-lariss-daughters-husbandspitof-ageof-,5441
1,------ital,,of-ms-citi,5443
2,------amths,ramth(a)s,,5443
1A,cazni,,ms-cazni,5444
1B,tatnie,tatnie,mr-tatnie,5444
2N,iisvrivs,,,5444
3N,,i(llvstris),,5444
2A,apaiatruszileteraias,,mr-apaiatruscommanderof-the-troop-ofmercenaries,5451
1A,,cesu(s),mr-ramthamrs-zertnaisheremr-cesus,5452
1B,,cesu(s),,5452
1,felces,,,5454
2,ursm------,ursmnas,,5457
4,seitithiialisa,seitithiialisa,,5458
1,,arnth apunas,mr-arnthmr-apunasvel,5459
3,svalce,svalce,,5459
3,,zathrmis,,5463
1,----na-----------------------------pui,,----na----------------------------pui,5464
3,------------cezpa------,,,5466
1A,ramtha apatrui larthal alethnal camnas,,mr-ramthamrs-apatruimrs-larthisdaughterand-mrslarthialethnismr-camnas,5473
1,almin----,almina,mr-almina,5477
2,aca,aca,,5478
1,,apries ar(nthus),mr-apriesmr-arnthsmr-velthurs-daughtershusbands,5487
2,tthrutnutth,thrutnuth,,5487
1,,apries,mr-apriesmr-vels,5488
1,,apries v(el)th(urusas),,5489
1,anesarnthvelthuru,,mr-anessonmr-arnthvelthuru,5493
2A,c--an,,,5493
1,lurcni,lurcni,ms-lurcni,5497
2,ansi,ansi(al),mrs-ansis,5497
2,,ti(berii),,5500
4,,vs,mr-luciusssonof-yearsof-,5503
2,,oronia,ms-caiaoroniamr-marcussdaughter,5504
1,curunas,,mr-caeurunas,5506
3,as,,of-the-vineyard-ownermrlurvena,5507
2,,cuclnies la(utni),mrs-ecnatis--wifemrslarthismrcuclniesmrvelthursslavegirl,5511
1,,lartiu cucinies,mr-lartiumr-cucniessonmrs-larthisson,5512
1,cuthlni,cuthlni,ms-cuthlni,5513
2,------rthurusaii,,slavegirlmrs-larisismr-larthurus-sons-wifetwice,5517
3,,zilcusa,,5517
1,,velthurus,,5520
1,,arnth cutnas zilcte lupu,,5521
1,panzai,,,5523
1,miapirthespu,,,5524
2,,meiani municleth,ernestvscarolvsgvilielmvssittigivsproapographvmanonymimarvcellianivtego--foliorecto--theanonymousmanofthecodexofthemarucellianlibraryofflorenceonleaffrontside,5526
1,a----------nies,,mr-arnthmr-varnies,5529
1,------nies,,,5531
1,,nauna(s) v(elial)c vausimir,mr-ernthmr-naunasand-mrsveliasthe-delightsof-msvelia,5533
1,ursce,,,5541
4,,alpzen,,5542
2,larthzalthu------,,of-mr-larthalthu,5544
2,,larthusla purthi(e)s selvans(ia)l,,5549
1,,velchas thui cesu(sa),,5554
1,,scurna,mr-scurna,5556
1,,vipenas l(a)r(isusa),mr-vipenasmr-larissmr-lariss-daughters-husbandstombstone,5558
1,anchar,,,5561
1,velusa,,mr-vels-daughters-husband,5562
1D,velusa,,mr-larthmrs-little-,5562
2,,enl un,enlthe-goddess-of-the-sunmr-thaniayouetnachsacredhymnsmr-marce,5564
3,,um frrfuuifri i thanuri,umfrrfuuifriiof-thosebreadbaskets,5564
4,,aruna,of-the-snake-god-chvszcslinthe-realms-of-the-godsyoumraruna,5564
5,,nathic v,nathicvls-sonvfnaenecneucha,5564
6,,ci scusifi,arimthreeherescusificasuanlam,5564
9,,acuch,,5564
1,,frutie,,5565
2,,larthial selvansialsi alpan,,5565
1,,spurina arnth,mr-spurinaarnthmr-velsson,5566
3,,zilath lupuce surnuialisac,,5566
3,,lx,,5569
1,ramthas,,,5570
2,,creicial,,5570
1,velfre--i,,mr-velfrethe-father,5576
2,larthi,larthi(al),,5576
1,mamarceskalp,,mr-mamarce,5577
1,flvntra--ls,,mr-fluventramr-laris,5578
2,ethras,ethras,,5578
2,armeal,,,5579
12,pumpunial,cusinei,mrs-cusinei,5580
13,cusinei,,,5580
21,aznie,,mr-azniemr-ramthasdaughters-husband,5580
1,,meticni,ms-maticni,5590
2,larthi,larthi(al),mrs-larthis,5590
1,,statie,mr-statiemr-lariss,5592
1,,felces,mr-felces,5596
2,ulchu,,,5596
1,paprsipi,,mrs-paprsipi,5599
1,,------sthuktith nefunt,,5603
1A,------ chsimeulepive iarzismalvi,,,5606
1,thrmthpetati,,,5609
1,veluslarza,,,5613
3,splaturi,splaturi(al),,5620
1,veneies,,mr-veneies,5624
1,larthi,,,5626
1,,secna,,5630
6C,thlicai,,,5634
1,thanuvilufui,,,5636
1,velth,velth(ur),,5637
2,mutna,,,5638
4,--athrums,,twenty,5640
2,titis,,,5641
2,fufalsei(al),,mrs-fufalseis,5647
1,,puth(e)cnes,of-mr-puthecne,5648
2,iiirav,,of-of-ageof-years,5648
8,,ei a,dayone-onlyon-his-behalfsacrificial-victimvery-largewassacrificedby,5650
3,,eidvs,he-performedin-his-dyingonthe-day-before-the-fifteenth-day,5652
4,,m(a)n(io),of-octoberwith-caiuscalpurniuspisomaniusaciliusas-the-,5652
2,sethra,,,5673
2,eisnevc eprthnevc macstrevc t------------eznchvalc,,,5683
1,thsumnalthvls,,,5685
1,,rufres,mr-rufresmr-larissmr-ramthas-daughtershusbandmrs-larisis,5689
2,,velthur,mr-velthur,5691
1,,puplinas,,5705
2,xxxiix,,,5707
1,,trepties l(a)r(isusa),of-mr-treptiemrlarissmr-larissdaughters-husband,5708
1,ancnei,,ms-ancnei,5709
1,ceisinas,,of-mr-ceisina,5713
1,,savfea,ms-saufea,5715
1,ziltnal,,mrs-ziltnis,5719
5,thrums,,-twenty,5719
6,arnthvl,,,5719
1,statlanes lupu,,mr-statlanesmr-larthmr-vels-daughters-husbanddeadof-yearsof-thepriestin-the-temple-of-the-godbacchusand-the-priest-of-thesun-god-catha,5720
2,lupu,,,5720
1,,eca mutna velthurus stalanes,seethe-sarcophagusof-mrvelthurstalane,5722
2,larisalisla,,,5722
2,statlaneslari,,statlane,5723
1,,eca mutna ramthas,seethe-sarcophagusof-mr-,5724
1,stlanes,,of-mr-stlane,5725
1,,thanchvil(ialisa),,5727
1,larisallari,,of-mrs-larisis,5728
2,salisla,,mrs-larisisgrandchild,5728
4,calisnial,calisnial,mrs-calisnis,5728
6,,futhizars,,5728
1,,v(e)t(ie)s(i) caschce,,5729
1,,larth(i)al statlanes,,5732
1,aecthli,,,5743
4,,ri{}l,,5749
1,,eca mutna arnth(i)al,seethe-sarcophagusof-ms-,5751
2,velthurusla,,mr-velthursslavegirl,5751
1,atnas larthal svalce avil,,,5755
1,calisnial,,ms-calisnis,5758
1,cumlnai,,,5762
1,velrina,,mr-velrina,5765
1,ravnthus,,of-mr-ravnthu,5766
2,velthvr----,,,5766
1,vipi------,vipi(al),,5768
1,,visili,ms-visili,5769
1,,sethres fermelus(a),of-mr-sethremrfermelus,5771
2,thanas,thanas,,5773
1,nerinai,nerinai,,5774
2,larthi,larthi(al),ms-nerinai,5774
1,petrui,,ms-petrui,5777
1,spurini,,ms-spurini,5782
2,sethra,sethra(s),,5782
1,,flenchrinas sethre(s),,5786
2,atre----,atre(i)al,,5787
2,------rx--ii,,,5788
1,calpvrn,,,5793
2,----anxlvi,,of-yearsof-,5795
1,,gegani(vs),,5800
2,herenia,herenia,,5801
1,cmvnat,,mr-caius,5804
1,,ar(nthus),mr-arnth,5807
1,arnth alethnas larthialisa,,,5815
1,av--------------n------rnthal,,mr-avlemr-alethnasson,5819
2A,calu,,for-his-sonat-the-memorialservicestill-livinghe-,5820
1,alethn----,,of-mr-alethna,5829
1,alethn----,alethnas,of-mr-alethna,5830
1,ursethnei,,ms-ursethnei,5831
1,alethna,,mr-alethna,5834
2,,xiixx,,5834
1,------cithas------,,,5839
1,,l(ar)th(us) veies,of-mr-larthveiemrs-larisis,5840
1,cainie,cainie,mr-cainie,5842
1A,,thvetlies l(a)r(isus),of-mr-thvetliemr-larissof-yearsof-ageof-,5843
1,--------ineisl------,,,5847
2,,tetnies,tetnie,5853
4,fr,fr(aucniesa),,5853
1,arnthal,,of-ms-arnthi,5855
1,------veies,,,5861
2,velthurus,velthurus,of-mr-velthur,5862
5,ve--u--la,,mr-vels-slaveboy,5862
1,,arnth churcles larth(i)al ramthas(a) ne(ts)v(is)tnial zilc,mr-arnthmr-churclessonmrs-larthissonmr-ramthasdaughters-husbandof-thecollege-of-the-inspectors-ofentrailsthe-chiefthe-chiefof-the-godbacchushe-was,5874
2,lupu,marunuch spurana,,5874
1,,churchles(a),,5875
2,,lupu,,5875
3,cracial,,mr-larthmr-churchlesdaughters-husbandmrsarnthis-daughters-husbandmrchurchles-daughters-daughtershusbandmr-thanchvilus,5875
1,felusnie,,,5876
1,cleiina,,,5878
5,avlesthan,,,5880
1,mencars,,of-mr-mencaru,5886
2,arnthallarcesxxxa,,,5886
1,metli,,mrs-metli,5887
1,pepnei,pepnei,mrs-pepnei,5888
2,ramtha,ramtha,mr-ramthas,5888
2,,a(nnos),mr-publiusssonlivedfor-years,5892
3,xx,,for-,5892
2,ramthai,,mrs-ramthais-daughtershusband,5894
1,petnas,,mr-petnas,5896
4,ritnei,ritnei,mrs-ritnei,5896
1,,liptinia,,5900
1,----tronia,,ms-petronia,5901
1,,tarqviti(vs),mr-caiustarquitiusmr-,5909
2,,pistra,,5909
1,,tarchnas larth(i)alisa,,5918
2,,cl(an),,5923
1,,tarchna r(amthas),,5944
1,,tarchnai(alisa),,5946
1,,l(ar)th tarchnas,,5955
1,,tarchnas,,5967
2,----tunnac,,,5975
1,thanchvi,,,5976
2,------ni,,,5981
2,,nauclitia la(utnitha),,5991
1,thanch--a------s--ch,,,6003
1,ramthi,,,6004
2,cvinai],,,6008
1,,campanes,,6019
1,,l(vc(i)i) arvnt(i)i,,6022
2,laeis,laeis,,6024
2,celido,,ms-magiliacelidomr-luciuss,6030
2,roda,,ms-magiliarodamr-luciuss,6032
1,,liptinia,ms-liptiniamr-marcuss,6041
2,barta,,ms-leptiniabartamr-marcuss,6046
1,,l(iberti),,6052
1,,ramtha,,6056
1,,ranthu(sa),,6070
1,althras,,,6077
1,,l(ar)th althras(a),,6078
1,fupni,,we-the-deceased,6083
2,,m(a)ni(e)s,,6083
1,,l(vc(i)i) leptina(e),,6085
1,,l(ar)th(us) muras,,6103
1,fabricia,,,6112
1,,c(a(i)i) titin(i)i c(aii),,6115
1,,magilia l(vc(i)i),,6127
1,,matunas(a),,6157
2,canatnei,canatnei(alisa),,6158
1,,matunas,mr-velmr-matunasmrs-larisis-daughtershusband,6159
1,,p(vbl(i)i) netamvs(i)i,,6163
1,arnth,,mr-arnth,6169
1,munise,,,6170
1,grebo,,mr-grebo,6189
1,,aties an,,6195
1,ranthu,,mr-ranthus,6206
2,vincnai,vincnai,mrs-vincnai,6206
1,mni,m(u)ni,,6207
2,sucu,sucu,,6211
1,fu--n--,,we-the-deceased,6212
2,methina,methina,,6212
10,urasi,,,6213
5,cerichunce,cerichunce,built,6213
8,,cesu,sacred-altarhere,6213
1,fupniva,,,6214
2,muca,,,6214
1,------atalc,,,6220
1,cvethn,cvethna,,6227
1,,apianas,,6229
1,,la(rtis),,6238
1,,c(a(i)i) manl(i)i,,6277
1,,c(a(i)i) orgv(i)i,of-mr-caiusorcuiusmr-aulussson,6283
1,,l(vc(i)i) ot(i)i l(vc(i)i),,6284
2,--nige,--nige,,6307
7,,an nunthene sathnas,,6309
16A,,fu--------------------al nunthena,b------thefu--------------------aloffering------------aseiadrinking-to-the-healthjust-as--cethe-dedications,6310
1,etathesanetrasuniiathifa------,thesan etr(i)as,see the-goddess-thesanof-theclient-bodyin-the-sanctuary-of-,6312
2,,acalia------,futilathe-god-jupiterof-theclient-bodyin-june------,6312
3,thanachviluscatharnaia,thanachvilu,,6312
2C,------ar------,------ar------,------ar------,6313
2D,------ra------,------ra------,------ra------,6313
10,,churvar,dances,6314
16,umchva,,,6314
6,,cluvenias,of-chiusi,6314
12,qa,qa,,6316
1,,a(ulesa),,6322
1A,------aavilas,,thismr-avilas,6327
3,,af(le),,6342
1,apu,,,6366
1,ruzi,,,6377
1,fufluna,,,6394
1,menervas,,,6401
1,------ermenaiemulvanic--------,,,6404
1A,minithanirsiieturicefvuluvet,,meto-the-thans-godsdid-givemr-fvuluvetite,6405
3,venece,,,6412
1,----nirafthpancneamavunice,,,6413
1,mith------------------------niieseiritemipituranpiminuna,,,6414
1,minialicevelthurves------,,,6415
1,------emuluveniceavilleacvilnas,acvilnas,,6416
1,velthurtulumnespesnuzinaiemenemul------,,,6419
1,minimuluvanicemamarceapuniievenala,,,6421
1,------naiemulvani----------,,,6426
1,------iminunai------,,,6427
1,--enemul--------------------,,,6428
1A,zz,,,6430
1B,pp,,,6430
1,--------ulunic--------,,,6433
1,------------------anicelaricev----------,,,6434
1,ranza,,,6447
1B,mizinacevelth----,,,6449
1,minimulvanicevelthurfurtiniie,,,6451
1,minimulvanicemamarcefuthaniia,,,6453
1,minemuluv----eceavilevipiiennas,,,6456
1,------trumuulve------,,,6462
1,------ceipacturuce,,,6476
1A,------imenarak------,,,6477
1,sr,,,6486
2,vu,,,6496
1,zra,,,6498
1,ci,,,6504
1,vru,,,6505
1,lru,,,6509
1,ra,,,6548
1,cra,,,6567
1,chu,,,6582
1,zi,,,6602
1,fc,,,6603
1,zru,,,6606
1,af,,,6607
1,fr,,,6609
3,pr,,piecetobeinsertedintothetemplesrooftopfacadedecorationatlocationcodepr,6614
1,mc,,,6639
1A,an,an,this,6661
1,vka,,,6668
2,,prac(na),,6672
1,trursa,,tr,6673
13,,rz),,6673
1B,uruaszuas,ur,ur,6673
1D,miatianaia achaprialicevenelusp,,imotherof-mr-anaiams-achaprididdedicateto-mr-venel-himself,6673
32,,gamonymic (arnthusa),,6673
34,,in arnthusa),,6673
36,,arnthusa),,6673
1A,,a v z f i k l n s o u r s f r s u ch f,acevzfthiklmnsouprsfrstuchf,6674
1B,,thumlana,mr-thumlana,6674
1D,thumlana,thumlana,mr-thumlana,6674
1E,------acila,,ms-arnthiswine-jug,6674
1F,------lakai------,,,6674
1A,,z(ilch),the-general,6688
2B,vnenaemlmluluvace,,,6703
3B,setiu,,,6703
4B,,anzina,imr-thanasandmsvilusispail,6703
5B,vnenaemlmluluvace>ce>,venel mluluva(ni)ce>{ce>},mr-veneldedicated,6703
6B,,seticu,,6703
1,futumuza,futumuza,a-little-wine-jar,6710
2,miavilesatkanas,,,6710
1A,asu,,lion,6712
1,--amarcevel--nsnasturuce,,,6714
1B,peleis,,,6715
1,fiasunu,,,6723
1,------esz------,,mr-larecezuchus,6725
2,------en------,zavena,,6725
2,thas,thas,,6726
1,calizamas,,,6727
1,enas,,,6728
1,madicioeco,,,6729
1,sceivai,,,6730
1B,seralia,,ms-seralia,6731
1,tintsle,,,6738
1,ramathas,,,6742
1,milarthiafulvenasatr,atr(enas),,6743
1,milarthuiaamunaia,,,6745
1,uthuze,,,6751
1,minispuriaza----------rna,,mea-little-large-handled-cupmr-etruscrna,6752
3,alsaianasi,alsaianasi,,6752
1,aita,,,6760
1,iiixiii,,,6763
1,ch potsherds,,,6792
1,potsherds,,,6793
1,x potsherds,,,6794
1,ti potsherds,,,6799
1,l potsherds,,,6808
1,n potsherds,,,6810
1,l ch potsherds,,,6816
1,a potsherds,,,6822
1A,palmithe,palmithe,palamedes,6838
1B,,me(n)r(v)a,thegoddessminerva,6838
1C,pruimithe,pruimithe,thedemigodprometheus,6838
1D,menle,menle,,6838
1B,crisitha,,chryseis,6839
1C,turan,,,6839
1A,it--nturuc----------------------------------------s--,,thisdid-dedicatems-cavithelittle-greek-to-thedemigod-hercules,6844
1,farichacstiteivap,,,6846
3,,<i>p,,6846
2,ulni,,mrs-ulni,6848
1,minemeties,,,6928
1,pe,pe(tru),,6929
1,percnas,,,6936
1,ustiztite,,,6942
1C,imicaniasataiasi,,,6945
1,lvlvllvto,,,6946
2,lvlvllvti,,,6946
1A,zavenazina,,,6954
1,,zaip{ei}<ie>s,,6959
1,cluntni,,,6965
1,,afunas,,6976
1,,v<e>cial,,6980
2,,s(eth)i,,6995
1B,ch,,mr-aule,6998
1,,v(e)na,mr-vena,6999
1,ises,,the-firstbornsmrseths,7001
1,af,f(asti)a(s),mr-fastias,7003
1,,s(e)t(us),mr-sets,7012
1,puspm----,puspmas,,7014
1,fn,f(astia)n(as),,7024
1,vaipns,vaip(e)n(a)s,,7025
1,aniu,,,7031
1,------zes,vipuzes,,7033
1,calxusu,,,7036
1,,l(ar)th papasa,mr-larththe-grandfathermrlarths-daughters-husband,7042
2,,rseiantialisa,mrs-titimr-vescuniasmrs-seiantis-sonswife,7044
1,,calisne puial{--------},mr-taniacalisnefor-his-wifes,7045
1,tursunial,,,7051
1,larzlcazitas,,,7052
2,thanatlesneir,,,7057
1,--ilarza--,,,7059
03,,pui,,7060
08,,pui,wife,7060
4,----usesluvaserfi------,,,7060
1,fchlll,,,7061
1,minizinacearantharytzinamlachumlacasi,,,7064
1B,atefctnet,o t(e)n,,7069
1A,takisfelevistre,,thisof-threemenby-mr-felvistra,7070
1B,achele,,,7071
1,kathrnis,kathrni(e)s,,7073
1,klai,,,7075
1,karsus,,,7076
1B,la,,mr-laris,7080
1,kla,,,7081
1B,uru,,,7082
1,siki,,,7086
1,,plautri(al),,7089
1,------------------------------elisinascae,,,7093
3,ecamutnaaulesvelisinascae,,seethe-sarcophagusof-mr-aulevelisina,7093
1,--camutana,,seethe-sarcophagus,7094
1B,eca----------,,,7094
2,--eltsinas,,of-mr-velisina,7094
3,------thuruscae--,,velthurmr-caes,7094
1,,eca mutna,,7096
2,,an zil(a)chn(ce),,7097
1,viscna,,,7102
2,,apas,,7109
1,,th(a)n(a) pvrnei(al),,7111
1,petniei,petnei,,7115
1,,pe(tnei),,7116
1,,e(cnatna),,7117
1A,,e(cnatn)i,ms-ecnati,7118
1,,tetinei(al) cumeresa,,7122
1,,thansi(al) thansi(e)s,,7125
1A,,velus(a),mr-veltlesnamr-clatesmr-vels-daughters-husband,7126
2,pernal,,,7128
2,lauchumsnal,lauchumsn(i)al,,7129
1,,metelial,,7135
1A,,letheu(sa) au(lialisa),,7137
2B,teperial,teperial,mrs-teperis,7137
1,,pesnas kathles,,7140
3,vipiakarmunipi,,,7141
1A,vluchmalu--,,of-mr-velour-king,7144
1,,atain(i)al thansi(e)sa,,7147
1,petsaess,,,7149
1,minate,,,7152
2,--------thans--------,,,7153
1,,palmena,,7155
1,mirafuvethuskasaliennaia,,,7159
1,teces,,,7163
1A,fulfsna,,thegodbacchus,7173
1D,menle,,menelaos,7173
1F,fercle,,theherohercules,7173
2,,precnaitus,,7178
1,venza,,,7182
1,,veu(lthe),,7183
1,titel,,,7188
1,ku,,,7189
1,venke,,,7190
1,spurinies,,,7192
1C,ferse,,,7193
1A,eurtha,,theangeloftheafterlifeeurtha,7194
1B,famn,,phaon,7194
1C,euntke,,,7194
1,titemefna----------------ul,,,7197
1,theis----nilas,,ms-theis mr-nilas,7200
2,euspl,,mrs-euspuris,7200
2,sethres,,,7202
3,erapi,erapi(al),,7203
1A,suthina,,something-for-the-afterlife,7218
1,--iluscinaies,,imr-luscinaies,7219
1D,apulu,,thegodapollo,7221
1E,--anchiv--------tneal,,,7221
1,,capsn(i)al,mr-thanaslaveof-ms-capsni,7222
2,eplesa,eplesa,,7222
1,suthin,,,7224
1,,arnthi susie(s) percumsn(i)al,,7225
1,,venel(us) tamsnies an,mr-veneltamsnieshethe-leaderofthe-templeofthegoddesstansuriwasat-cerveteriadoptedsonof-mrs-larisimr-tamsniesmrs-arusmnsson,7226
1,matunas,,,7227
4,,thsinpinurch,the-collegeof-the-examinationof-the-entrails,7228
5,ninnluthsinpinurchn,,,7228
1,,zilc(as)i ceisiniesi,to-the-headmanmr-ceisinieand-to-mr-vel,7229
5,,ti thunis,at-the-cemeterythunisrensthe-caretaker-of-publicworks------,7229
7,,ar(ath) ilthcvav tenatha--------,at-the-altaron-the-offering-daythe-caretaker-of-publicworks--------,7229
1,,a(rn)th larce mutin(i)al,,7240
2,------ncte------,------ncte------,------ncte------,7241
3,------renchv------,,----in-a-decorated----,7241
4A,xx------------thx------------xn,,xxthxxn,7244
1,,arnthunas l(a)r(isus) l(a)r(isusa),mr-arnthunaslarismrlariss-daughters-husband,7246
3,tenurilxxxiii,,,7247
1,mivelthurusfapal,,,7248
2,mulu,,,7249
2,,mi falai[e]<a>l,,7254
1,miniur------ikea------,,,7258
1,------an------,micanias,,7263
1,,terchunas,mr-terchunas,7267
1,fla,fla(ves),,7271
1B,,rav(nthus),,7273
1B,veti,,,7276
09,samakekapem,,,7285
11,ananrminizinake,,ananrmedid-write,7285
12,--remiru,,,7285
13,venes,,,7285
1A,aevt--zthiklmnpt,,abc,7287
1E,aevzfithiklmnpsrstufchf,,,7287
1,mirafuvusavileia,,,7288
1B,,elinai,helena,7289
1B,------centani,,menofvolci,7292
3,ar--thni,,mrs-arathni,7293
1,calanic,calanic(e),,7295
2,,lart(us),mr-lartsmrs-cilnismr-vels-daughtershusband,7296
5,--th----riauns,,,7296
1,----------latni,,mr-thaniamrs-latinis,7301
2,pt----------na,,,7301
2,lethial,,mrs-lethis,7302
1,purnei,,,7305
1,sethre--,,of-mr-sethre,7309
1,,ceisu,,7311
1,,arntni(e)s,,7323
1,r------th----u,,,7326
1B,,r(am)th(ia)l,,7326
1,tava,,,7327
1,munth,,,7328
1,,l(ar)ch,,7331
1,,tites,,7346
1,,z(ethras),,7359
1,ap,ap(as),,7372
1,,aeser,,7383
1,,thania veltsnei(al) larth(i)alisa armni luesnas,,7404
1,,veltsna(s),,7407
1A,,zevesu,mr-lariszevesu,7409
1,avela iiach,,mr-avelesecond-son,7414
2,nacelueliz,,achnachoseneliv,7414
3,--sfar------,,,7414
3,,c(amerasa),mr-velcameras-daughtershusbanda-soldierthree-times,7417
1B,razure,,,7419
2,,razure,,7419
1,,luvcies,,7420
1,truile,,troilus,7422
1,larthuslniesl,,mr-larthuslniemr-seths,7424
1,fusanas,,,7428
1,chechan,,,7430
1,chechana,,,7431
1,,chechan,,7432
2,,selvans(ia)l(si),,7435
1,------uluv------,,mr-larthetruscadedicatedmeto-some-god,7437
1,petnei,,,7439
1B,,as,,7440
1,fulu,,,7441
1A,milathithalus,,,7442
1,----inpchzr,di,,7443
1,miarathia,,,7449
1,misatufurtunianianas,,,7450
1A,miramuthaspac,,imr-ramuthascha,7451
1,senthiial,,,7452
1,thanachti,,,7456
1,misu------------,,,7460
1,su,su(re),,7461
1,--icavatha--,,ithe-sun-god-cathas,7462
2,----avminp--,,,7462
1,--------vathas,,,7463
1,------umacaviuth------,,,7464
1,------ztarce,,mr-larth,7469
3,,cver,,7469
1,ecile,,,7470
1,pa,p(upli)a,,7471
2,pa,pa(chanasi),,7480
2,,v(elsna),velsna,7486
3,,p(arace),struck-the-coin,7486
1,------ltunas,tunas,,7488
1,kvsnailise,,,7491
1A,p----------s,,,7514
1B,,e(chatna),,7514
1,rlch,,,7526
3,ch{l}<u>r,,,7526
1,stx,,,7527
1,tena,,,7539
1,xexiiii,,,7540
2,,e(chatna)s,,7540
1,vipiu,,,7542
1,caeasatnas,,,7544
1,larthaia,,,7547
1A,miklutias,,imr-klutias,7548
1,checha--ar,chechanar,the-members-of-the-family-ofmr-chechana,7549
02,,zeke kisnee fek{i}<e> la(u)t(nitha),,7551
06,,zichuchez,,7551
08,,zeke kisnee fek{i}<e> la(u)t(nitha),incised-it-didmr-kisneemadeit-didthe-slave,7551
11,,mataliai,ms-mataliai,7551
1,minimuluvunikepisnaperkena,perkena,medid-dedicatemr-pisnaperkena,7553
1,lasper----,,,7557
1,vetalus,,,7560
1A,mivielchas,,imr-velchasorforthesakeofcoveringallbases,7573
1A,nele,,neleus,7583
1,----ecna,,mr-precna--,7599
2,----ecnala,,,7599
1,al,a(u)l(es),,7633
1,--etale,mi vetale,,7646
1,mipl--------------ninur,,,7650
1,mu----,munth,,7651
1,avalnies,,,7661
1,--ilarusizichan------,muluvana,,7662
2,rathnusnas,,mr-rathnusnas,7666
3,turce,,gifted-it,7666
1,,cleusinas,of-mr-cleusinalaris,7669
2,ecnatie,,ecnatie,7670
1,,a(ul)e cultce,,7672
1B,elchsuntre,,alexander,7673
1A,priumne,,priam,7674
1B,felasntre,,alexander,7674
1C,elinai,,,7675
1A,elsntre,,alexander,7676
1C,elina,,,7676
1A,senele,,,7677
1A,elcsntre,,alexander,7678
1E,althaia,,althaia,7678
1B,elinei,,helen,7679
1A,elach,elach(santre),alex,7680
1C,,m(en)er(v)a,thegoddessmera,7680
1A,,elaschantre,,7681
1A,zelvi,,ms-zelvi,7683
1,,pa(pa),,7688
1B,iovei,,thegodjupiter,7691
1C,hercele,,,7691
1C,memnun,,,7694
1V,x[----]xxxxx(x)nal,,,7697
1,----------------------------elusn----,,,7698
1,mimuluarathialethanachvilusprasanaia,mi mulu arathiale,,7707
1B,pakste,,,7713
2D,,lovcilia,,7714
1,au ur,,mr-auleurve,7717
2,femnas,femnas,,7718
2,,a(rn)th mu{ }su,,7719
1,falruae,,,7727
2,epchfzth,,,7727
1,,utani(al),,7728
1S,clpaisu,,,7731
3S,olpem,,,7731
1,enearpni,,,7732
1,,larnei,,7733
2,sifestinal,,larnamrs-festinis,7734
1A,sethlans,,thegodvulcan,7737
1C,thanr,,thegoddessthansuri,7737
0,---la,,---mr-larth,7739
2,vezra,,mrs-laurstis,7740
1A,arnthialur----,,ms-arnthismrurus,7743
1,milarthus,,,7747
1,mivenelussithurnas,,,7748
1B,acap,,,7749
2M,satarr,,,7753
1,miza--------,,,7761
1B,vethalus,,vethalu,7764
1,,an(i)al,,7768
2,,------svalce------,------he-lived-for------,7770
4,------rins------,,------rins------,7770
1,,(finthial,,7773
2,,li,,7774
2,,larthai(al),,7776
1,,nania,,7779
1,fursu,,,7782
1,fetathasa,,,7788
1,,talami,,7791
2,,thealiunea,palamedes,7791
1B,venos,,thegoddessvenus,7792
1C,,vi(k)toria,thegeniusmean,7792
1,manth,,,7796
1,furianas,,,7800
1,------------------n------a----a--ce--------,,------------------n------a----he-built--------,7802
2,,---------------------- tence,----------------------he-rendered-ashe-had-vowedin-his-magistracyas-headman------------,7802
3,,------------ nethsrac,------------of-entrailsinterpretations-tooravlath,7802
2,,atial zilcti,----------cof-his-motherin-hismagistracy-as-headmanof-littletarquiniaof-the-townfasci,7803
3,----cs----------------,----cs----------------,,7804
1,misuntheruzaspuriasmlakas,mlakas,,7807
1,einsuiaraenan,,look-atthe-tombof-mr-aranthenania,7809
2,caunal,caun(i)al,,7815
1,,sethrna,,7825
2,harispex,harispex,,7829
2,rvssinaei,,,7830
