,ID,City,Year - From,Year - To,Etruscan,Translation,key
1184,2663,,,,auraplnilathitia--l,,1
1185,2668,,,,thanicu,mr-thanicu,1
1186,2668,,,,raufes,mr-raufes,2
1187,2668,,,,remzna,,3
1188,2669,,,,melneail,,2
1193,2682,,,,platurias,,1
1195,2685,,,,remznei(al),,1
1198,2689,,,,renine,,1
1202,2694,,,,lautni(al),,2
1203,2695,,,,rvsina--,,2
1205,2697,,,,aesa,,2
1207,2702,,,,veliesa,,2
1208,2703,,,,asalise,,1
1209,2704,,,,salie,,1
1210,2708,,,,salinei,,1
1211,2710,,,,arntsalie,,1
1215,2718,,,,vetuniasa,,2
1216,2720,,,,vetesa,,2
1217,2723,,,,archisa,,2
1218,2725,,,,athl,,2
1219,2727,,,,puiac,,2
1220,2728,,,,sethria,mr-sethria,1
1221,2728,,,,capnas,,2
1222,2729,,,,sethria,mr-sethria,1A
1223,2729,,,,fraucnis,mr-fraucnies,2A
1224,2732,,,,vibinnal,,2
1230,2764,,,,niinnti,,2
1236,2779,,,,tetine,tetine,2
1238,2785,,,,puia,wifes,4
1240,2790,,,,al,mrs-tutnis-daughters-husband,2
1241,2794,,,,sethnasa,,2
1242,2796,,,,vels,,2
1244,2799,,,,vipinialisa,,2
1245,2801,,,,veinva,mr-veinva,1
1246,2801,,,,serice,mr-serices,2
1247,2801,,,,cicu,,3
1249,2808,,,,larthispu,ms-larthi,1
1250,2808,,,,rinei,,2
1251,2809,,,,krvutpuus,,2
1252,2812,,,,arnza,mr-little-arnth,1
1253,2815,,,,pumpna,,2
1254,2819,,,,telsina,,1
1255,2821,,,,tetanuth,mr-teta,1
1256,2821,,,,asch,,2
1260,2836,,,,tinusilaut,,1
1261,2838,,,,eresa,,2
1262,2839,,,,tetinei,mrs-tetineis,2
1263,2839,,,,cumeresa,,3
1267,2847,,,,cicusa,mr-cicus-sons-wife,1
1268,2850,,,,al,mrs-velnthis-daughtershusband,3
1270,2851,,,,tutnasa,mr-tutnas-daughters-husband,1
1272,2863,,,,lth,,2
1273,2864,,,,ni,the-nameless-slavegirls,3
1274,2866,,,,larthi tlesnei(al),,1
1275,2869,,,,thanatitivelanal,,1
1279,2886,,,,pethias,,2
1281,2891,,,,remznal,mrs-remznis-daughtersdaughters-husband,2
1283,2894,,,,matiasa,,2
1284,2896,,,,ataris,,2
1285,2902,,,,tlesnal,,1B
1289,2924,,,,zintta,,2
1291,2926,,,,mulsuna,,2
1293,2931,,,,arisalisa,,2
1295,2941,,,,thaniatlesnei,mr-thaniamrs-tlesneis,1
1302,2956,,,,-----tlesnasa------------------slisa,,1B
1308,2975,,,,fanu,,3
1309,2976,,,,thrin,,2
1316,2985,,,,inasa,,1
1318,3001,,,,veliatutnal,mr-veliams-tutnis,1
1319,3004,,,,spaspo,mr-caiustutiliusspaspomrluciussson,2
1320,3007,,,,ucirinei,mrs-ucirineis,2
1321,3007,,,,turtesa,,3
1322,3017,,,,larisalisa,,3
1323,3020,,,,tsa,,1B
1324,3024,,,,stenias,,2
1326,3034,,,,a----usinaivelchainal,,1
1328,3042,,,,atinatial,,1B
1331,3054,,,,patus,,3
1335,3068,,,,spaspu,mr-spaspus,2
1336,3069,,,,acalisni,mrs-fastimrs-calisnis,1
1337,3069,,,,si--nusa,mr-sianus-sons-wife,2
1338,3069,,,,vipinal,mrs-vipinis-sons-wife,3
1339,3070,,,,calisunia,mr-calisunia,1
1340,3070,,,,trepisa,mr-trepies-daughters-husband,2
1344,3073,,,,tetrui,mrs-tetruis,2
1345,3073,,,,tutnal,mrs-tutnis-daughters-husband,3
1348,3078,,,,ramtha lautnitha venziles,,1
1349,3079,,,,tretnei,ms-tretnei,1
1350,3079,,,,lautnitha,the-nameless-slaves,2
1351,3079,,,,seiantial,,3
1353,3090,,,,arnthal,ms-arnthis,1
1355,3093,,,,sveital,,2
1356,3094,,,,larau----------iuthnia--------,,1
1359,3113,,,,larthiza macutes launitha,mr-little-larthmaninie,1
1360,3116,,,,thuchia,,2
1361,3118,,,,-----rn,,3
1362,3122,,,,----------etumnei------------,,1
1363,3125,,,,latni,,3
1365,3131,,,,--------------al--ucanearnthal,,1
1366,3157,,,,trebo,mr-titusarriustrebomrtitussson,3
1368,3160,,,,----silni,of-mr-marcussilnius,1
1370,3162,,,,thestia,,1
1371,3164,,,,lth--------------------------------------,,1
1373,3170,,,,ta------la,,1
1374,3175,,,,------------------------rinal,,1
1375,3181,,,,--------thisa,,1
1376,3183,,,,uei,,2
1377,3184,,,,------an--------,,1
1379,3189,,,,municl,sarcophagus,3
1382,3190,,,,eruth,,1C
1385,3194,,,,vlriasi,mrs-velriasis-daughtershusband,2
1386,3194,,,,xviriasi,,3
1387,3196,,,,--rntthicane,mr-arntthicane,1
1388,3196,,,,aztaviav,,2
1389,3199,,,,faruae,faruae,1
1390,3199,,,,evchfzf,evchfzf,2
1391,3199,,,,avzs,,3
1392,3201,,,,ciathna,,1
1400,3230,,,,vl,ms-fasimrs-larthismr-vels,2
1404,3230,,,,vl,mr-thanamrs-tarchnismr-vels,6
1405,3230,,,,vl,mr-thanamrs-larthismr-vels,7
1406,3230,,,,lth,mr-larchemrs-aulismr-larths,8
1407,3231,,,,au,mr-aules-sons-wife,2
1409,3232,,,,------rtinal,mr-larthmrs-lartinis,1
1410,3232,,,,------emlil,,2
1411,3234,,,,minevikumuluevnekearpaskamaia,,1
1412,3235,,,,mitesanteiatarchumenaia,ithe-ashpotthe-one-of-mrtarchum,1
1413,3236,,,,---------------------------------------------------------thinr------,,1
1414,3236,,,,---------------------------------------------------------vrnthte----,,2
1415,3236,,,,---------------------riartilneuna-------ril------kasurtrth,,5
1416,3237,,,,uthuniaastrchu,,1
1419,3243,,,,chnia,,2
1420,3244,,,,iiiiiiiiiiiiiiiiiiii,,2
1422,3248,,,,tupisthnia,in-this-niche-of-tufa-stone,1
1423,3248,,,,titthlai,,2
1424,3250,,,,ththpipisla,,1
1425,3251,,,,athpth,mr-arnth,1
1428,3264,,,,cavire,mr-cavires,1B
1429,3264,,,,vemati,mrs-vematis,2B
1430,3264,,,,turesa,,3B
1431,3265,,,,aunisei,mrs-auniseis,2
1432,3265,,,,ficine,,3
1433,3271,,,,micutunas,,1
1436,3282,,,,chaeti,,1
1437,3283,,,,avil,for-years,1A
1439,3284,,,,avil,for-years,1
1440,3284,,,,tn,,2
1442,3296,,,,vethna,mr-vethna,1
1443,3296,,,,vesial,,2
1445,3299,,,,asmuria,,1
1446,3302,,,,lth,mr-larth,1
1447,3303,,,,seturises,,2
1449,3304,,,,achnie,mr-achnie,1
1450,3304,,,,vethsara,,2
1451,3305,,,,arsuthin,,1
1454,3322,,,,s-----r,,1
1455,3324,,,,susnal,of-ms-susni,1
1457,3324,,,,susnal,,3
1459,3332,,,,------------------clodian,,2
1461,3349,,,,antioci,of-mr-luciusspintius,2
1464,3366,,,,ri,,2
1466,3367,,,,pacsinial,,2
1469,3379,,,,----rthcutussethres,mr-larthmr-cutusmrsethres-daughters-husband,1
1470,3379,,,,----utneters,,2
1471,3390,,,,lethial,,2
1475,3403,,,,zulus,,2
1478,3416,,,,vetie,,1
1479,3427,,,,serturi,ms-serturi,1
1481,3431,,,,arusathmu,mr-arusathmus-daughters-husband,1B
1482,3431,,,,thealpe,mr-thealpe,2B
1483,3432,,,,tetzvn,mr-tetzavna,1
1484,3432,,,,ular,,3
1486,3435,,,,tecsa,,2A
1487,3435,,,,zecsa,,2C
1488,3442,,,,auleacricais,mr-aulemrs-acrismrcaies,1
1494,3467,,,,ruvf,,1B
1499,3476,,,,iiiixx,,1C
1500,3484,,,,rinial,,2
1502,3485,,,,iixxx,,1B
1505,3488,,,,titeal,,1B
1506,3490,,,,iiiix,,1B
1507,3491,,,,iiixx,,1B
1508,3491,,,,ix,,2B
1509,3492,,,,iiiix,,1B
1511,3495,,,,iiixxx,,1B
1520,3551,,,,arnthaneilarthiasvi,mr-arnthmrs-aneissonmrlarthia,1
1521,3551,,,,aiclan,,2
1524,3560,,,,----iriachnaz,,4
1527,3567,,,,lachu,,2
1528,3567,,,,mnial,,3
1540,3604,,,,pesial,,2
1541,3607,,,,fethi,,1
1542,3608,,,,iartinia,ms-primaartinia,1
1543,3609,,,,imidorvs,mr-luciuscassiusarteimidorusmr-luciussfreedman,2
1545,3614,,,,a------t----aialplai----ia,,2
1547,3628,,,,capznas,,1
1551,3653,,,,ceititespl,mrs-ceimr-tites,1
1552,3656,,,,salvisprechu,,1
1554,3663,,,,----ctarnitha,,2B
1555,3664,,,,lathianeinia,,1
1556,3665,,,,starnithi,ms-starnithi,1
1558,3669,,,,apunial,,2
1559,3676,,,,puia,,2
1560,3677,,,,masui,,2
1561,3679,,,,numsis,numsie,2A
1563,3680,,,,salvial,,2
1567,3701,,,,menznal,,2
1570,3716,,,,veili avelt,mr-veilia,1
1571,3716,,,,saneiv,mrs-veltsaneis,2
1575,3733,,,,--------aconi,,2
1576,3738,,,,minthinal,,2
1578,3741,,,,s--------umiul,mr-sethsetumiumr-lariss,1
1582,3750,,,,tarchisla,,2
1584,3754,,,,arnthlarthvelimnas,mr-arnthmr-larthmrvelimnas,1
1585,3754,,,,arznealfusiur,childrenmrs-arzneischildren,2
1586,3755,,,,sethumi------,mr-sethumie,1
1588,3756,,,,peipi,ms-peipi,1
1589,3758,,,,aulevelimnasthefrisa,bmr-aulemr-velimnassonmr-thefries-daughters-husband,1A
1590,3759,,,,larthvelimnasaules,,1
1591,3760,,,,velvelimnas,mr-velmr-velimnas,1A
1592,3762,,,,veiliavelimneiarnthial,,1
1594,3767,,,,vitlial,,2
1600,3784,,,,larvipiupelsipetrnal,,1
1603,3788,,,,vetlneitrazlus,,4
1604,3791,,,,puiavela,wifes,3
1605,3792,,,,arnthpupus,mr-arnthmr-pupus,1
1606,3792,,,,snutesnarn,mr-snutes-daughters-husband,2
1607,3792,,,,thial,mrs-arnthis,3
1609,3793,,,,thial,,3
1610,3796,,,,pumpusnute,mr-pumpumr-snutes,1
1611,3797,,,,snute,,3
1612,3798,,,,snute,,2
1613,3818,,,,alcla,mrs-cuethnis,2
1614,3826,,,,arnthial,,2
1615,3828,,,,larthacsis,mr-larthmr-acsies,1
1616,3828,,,,larthial,,2
1619,3833,,,,arnthial,mrs-arnthis-daughters-husband,2
1620,3833,,,,palpe,mr-palpes,3
1623,3854,,,,--etrunial,,2
1625,3858,,,,arznail,mrs-vetimrs-petrunismr-veliamrsaneinis-daughters-daughtershusbandmrs-spulinissonmrveiliassonmrs-clantisdaughters-daughters-daughtershusbandmrs-arznis-daughtersdaughters-daughters-daughtershusband,1A
1626,3858,,,,tusurthi,,1B
1628,3865,,,,arnziuslaitheslatni,,1
1629,3867,,,,slaithes,,2
1630,3871,,,,athnu,,2
1632,3891,,,,th------veties,,1
1639,3915,,,,veltitesmar,mr-velmr-tite,1
1640,3915,,,,cnas,,2
1641,3916,,,,ariodantes ariodantes in,,2
1643,3920,,,,marcnas,,2
1646,3929,,,,olipor,mr-oluss-slaveboy,1B
1652,3950,,,,seires,,2
1654,3956,,,,calisnal,,2
1655,3958,,,,ceisial,,2
1658,3965,,,,felvereal,mr-aulemrs-semthnisfreedman,1
1662,3978,,,,-------------vezial,,2
1668,3999,,,,ripial,mrs-ripis,2
1670,4006,,,,arcasni,mr-arnthmrs-casnis,1
1672,4008,,,,claz,mr-arnthmrs-casnislittle-sonmr-arnthauclinaslittle-son,1
1673,4009,,,,sethre,mr-sethre,1
1675,4009,,,,aritha,,3
1683,4047,,,,luesnas,,2
1689,4065,,,,------a--u--i--e--,mrs-larthimrs-tavulineissons-wife,1
1690,4065,,,,----------m--us,mr-pumpus,2
1691,4070,,,,----nicios------,,1
1692,4070,,,,a nicios,bmr-haustos,1H
1693,4072,,,,arnthtantles,mr-arnthmr-tantles,1
1694,4073,,,,larstiialisa------,,1
1695,4073,,,,arnthtantli------,mr-arnthmr-tantlies,2
1696,4074,,,,larstial,,2
1697,4076,,,,nial,,2
1700,4080,,,,nufrznas(a),,3
1701,4082,,,,celteza,of-the-goddess-cvelsui,2
1702,4082,,,,nprenthn,forthe-goodwill,3
1703,4082,,,,athauru,praying-for,4
1704,4082,,,,sthanr,,5
1705,4083,,,,maalnas,,2
1706,4084,,,,ath----a--l--rutsni,,1
1707,4086,,,,rutsnisla,,2
1708,4087,,,,larthachu,mr-larthachu,1
1709,4087,,,,venetes,,2
1711,4090,,,,--elthurnal,mrs-velthurnis,1
1713,4091,,,,larthfatunilatni,,1
1718,4114,,,,svarnas,mr-vipiesmr-varnas,2
1719,4115,,,,--------estna,mrs-fasti,1A
1720,4115,,,,--------------nalsec,,1B
1728,4139,,,,larthvelthurnala,mr-larthvelthurnamr-lariss,1
1729,4139,,,,serturialclan,,2
1733,4148,,,,famfna,,1
1736,4167,,,,rauf,,1A
1739,4184,,,,veltia,,1
1740,4195,,,,thmiatvneicuesnas,,1
1741,4197,,,,tisutith,youin-the-tomb,1
1742,4197,,,,asles,,2
1743,4200,,,,tinial,mrs-artinis-daughters-husband,2
1745,4207,,,,cafatial,,1
1749,4218,,,,cacnis,,2
1752,4245,,,,auliai,,1
1753,4252,,,,slebaris,mr-slebaris,1
1756,4268,,,,thiai------,,2
1761,4293,,,,rafial,,2
1765,4307,,,,sacrial,,2
1766,4315,,,,apenial,,2
1767,4319,,,,----nchvilveanifethius,,1
1769,4336,,,,sethraverun,mr-sethra,1
1770,4354,,,,purnisa,,2
1771,4355,,,,parfnal,,2
1772,4356,,,,--rnthpipiruf,mr-arnthmrs-pipis,1
1774,4376,,,,thanapetrua,larcna,2
1775,4380,,,,arnthivthv,,1
1778,4392,,,,ath,mr-arnths,2
1779,4392,,,,erinial,,3
1780,4401,,,,larthian,mr-larthian,1
1781,4401,,,,larthina,,2
1783,4406,,,,larthia----sa,,2
1785,4418,,,,arpetrunizetnal,,1
1786,4421,,,,chpis,,2
1788,4429,,,,lathipuclis,,1
1789,4434,,,,csalisna,,1
1790,4440,,,,lssatnala,,1
1791,4440,,,,menenial,mrs-menenis,2
1794,4446,,,,larthselva,mr-larth,1
1795,4446,,,,slathnu,,2
1796,4447,,,,senatia,,1
1797,4453,,,,larthise,ms-larthi,1
1800,4461,,,,thafnas,,2
1803,4477,,,,capznas,,2
1805,4478,,,,nustiia,,3
1807,4484,,,,arnthial,,1
1809,4493,,,,tlatia,,1
1813,4504,,,,thauvia,,1
1816,4519,,,,thasnias,,1
1817,4536,,,,se,,1
1819,4538,,,,velthinas,mr-velthinas,01B
1822,4538,,,,ipa,,05A
1826,4538,,,,velthinas arznal,to-mr-aulemr-velthinasmrs-little-arthnis,09A
1828,4538,,,,larthals afunes,,11A
1835,4538,,,,tesnsteisrasneschimthsp,of-huts-thosein-the-etruscanwayalso-in-the-three,22A
1839,4540,,,,penthuna,mr-penthuna,2
1840,4542,,,,arnth,,2
1841,4543,,,,------lethicaithil------------ia,mrs-lethimrs-caismrs-thilnis-sons-wifemr-,1
1842,4544,,,,leunal,,2
1843,4544,,,,atnal,headby-mr-alethna,3
1844,4544,,,,tnal,shaftfor-mr-titemrsnalunis,7
1845,4546,,,,thur,,2
1846,4547,,,,arthslathruni,mr-arnthmrs-slathrunis,1
1848,4548,,,,ziraple,mr-ziraple,3
1849,4551,,,,tarchissalvi,,1S
1850,4551,,,,thanaitherini,,2S
1851,4553,,,,arnthni,ms-arnthni,1
1852,4553,,,,puplnal,,2
1853,4554,,,,aitnepethi,,2
1855,4563,,,,lvrmit,,1
1857,4565,,,,favstio,for-the-throat,1A
1858,4565,,,,cr,chalk-medicine,2A
1859,4565,,,,co,,2B
1860,4567,,,,cint,bon-cintcum,1B
1862,4569,,,,pi,pitch,1A
1863,4569,,,,st,,1B
1864,4569,,,,svtvs,sutures,2A
1865,4569,,,,cr,chalk,3A
1866,4570,,,,an,for-throat-angina,2A
1867,4572,,,,etron,,2A
1868,4572,,,,rinvs,,2B
1870,4592,,,,lafsathuileutlfethisisc,,1
1872,4595,,,,liepiastha,,1
1873,4598,,,,savniaave--------v----pepivi,,1
1874,4602,,,,sefl,,1
1876,4608,,,,ftlaeinukaelesicril,,1
1878,4609,,,,cnei,,3
1879,4610,,,,----iputinakrul----,,1
1882,4619,,,,sepusla---------------------l,mrs-muthurinis,2
1883,4621,,,,larthitre,ms-larthi,1
1885,4627,,,,larntisecu,,1
1895,4656,,,,offertia,,2
1896,4662,,,,----------------al,,4
1897,4663,,,,arntveline,mr-arntveline,1
1899,4667,,,,vechchal,,2
1900,4668,,,,inlchmesi,forthe-king,1A
1901,4668,,,,fapisne,fapisna,2
1902,4668,,,,fapisnv,mr-fapisna,2A
1903,4668,,,,ne,nephew,4
1904,4669,,,,paethinia,,3
1905,4670,,,,inia,paethinia,1
1908,4677,,,,----risal,,2
1909,4678,,,,thal,mrs-arnthis,2
1910,4680,,,,thanaatai,mr-thanamrs-ataisdaughters-husband,1
1911,4680,,,,neivesa,mr-neives-daughters-husband,2
1912,4680,,,,canei,,3
1913,4681,,,,ni,mrs-velinis,3
1914,4684,,,,velathriz,,2
1915,4686,,,,arnthal,,2
1917,4690,,,,larce,mr-larces,1
1919,4695,,,,pupual,,2
1921,4699,,,,vipinei,mrs-vipineis,2
1922,4701,,,,thafa,mr-thanamr-fasties,1
1924,4702,,,,aninal,mrs-aninis,1
1925,4705,,,,teta,,2
1926,4712,,,,larthti,,1
1928,4717,,,,sulunia,,3
1929,4720,,,,ferene,,2
1930,4722,,,,thansinal,,3
1932,4727,,,,ap,,3B
1933,4734,,,,pesnei,,1
1934,4739,,,,--izl,,1
1935,4739,,,,--itenurziu,mr-titenurizu,2
1936,4742,,,,ramtha,mr-ramtha,1
1937,4742,,,,nitha,,3
1938,4744,,,,vezanas,,2
1939,4746,,,,ath,,2
1940,4755,,,,sethrepazini,,1
1941,4760,,,,fuluni,,2
1942,4761,,,,--elesia,,2
1945,4769,,,,harisp------,examiner-of-entrails,2
1947,4772,,,,plintha,mr-caiusvettiusplinthamrcaiussfreedman,2
1948,4773,,,,philemativ,mrs-satelliaphilematiumrcaiussfreedgirl,2
1949,4773,,,,plinthae,,4
1950,4774,,,,philemativ,philematiu,3
1951,4774,,,,plinthai,of-plintha,4
1952,4780,,,,pamphil,mr-caiuspapiriuspamphilus,2
1953,4784,,,,sarronia,ms-sarronia,1
1955,4787,,,,larthal,mrs-larthis-daughters-husband,2
1956,4788,,,,asqaq,,2
1957,4789,,,,larthaclnis,,1
1959,4792,,,,evantra,mr-evantra,1
1960,4792,,,,lt,,2
1961,4793,,,,evantralt,,1
1962,4795,,,,feli,mrs-felis,2
1963,4795,,,,alfnisa,,3
1964,4796,,,,felial,,3
1965,4797,,,,purnei,mrs-purneis,2
1966,4798,,,,petrui,mrs-petruis,2
1967,4800,,,,arnthlatin,mr-arnthlatinie,1
1968,4802,,,,amnei,,1
1970,4809,,,,trepinal,,2
1971,4810,,,,carpna,,2
1972,4810,,,,tesa,,3
1973,4811,,,,cucu,,2
1974,4811,,,,ma,,3
1975,4813,,,,larthi,ms-larthi,1
1976,4813,,,,pruciu,,2
1978,4815,,,,stenia,,2
1979,4816,,,,ariodantes in ariodantes,,2
1980,4825,,,,vipinal,,2
1981,4827,,,,campes,,2
1982,4828,,,,lartathucerusatnal,mr-lartmr-aulethucerus,1
1983,4838,,,,arnthpetru,mr-arnthpetru,1
1984,4839,,,,laramni,,2
1992,4860,,,,auletretra,,1
1995,4866,,,,lisa,mrs-fulnis-daughters-husband,3
1996,4870,,,,lautn----a,,2
1997,4878,,,,vercnei,mrs-vercnei,1
1999,4883,,,,rumathes,,2
2001,4885,,,,rumates,,4
2002,4886,,,,vlarce,mr-velialarce,1
2003,4888,,,,thasep,mr-thana,1
2004,4888,,,,rsnei,,2
2005,4889,,,,--a------a----purnal,,1
2009,4912,,,,tutnasa,,1
2010,4913,,,,arthi,ms-arnthi,1
2011,4913,,,,urinati,,2
2015,4922,,,,milarthurustarchvetenas,,1
2016,4925,,,,mi--amarce--ra--atieln--,,1
2019,4946,,,,miaranthiaramaitelas,,1
2020,4947,,,,miaranthiathanursie----,imr-aranthiathanursies,1
2021,4948,,,,mipumpusthurmepnas,,1
2022,4957,,,,zaures,,1
2023,4963,,,,tsthiii,,1
2025,4970,,,,mivelturusskanesnas,ifor-mr-velturskanesna,1
2026,4970,,,,turusiskanesnasi,,2
2027,4974,,,,--------eln--------,,1
2029,4983,,,,mispuriesatecenas,imr-spurieatecenas,1
2030,4983,,,,li,,1
2033,4990,,,,milarthiasrupinas,,1
2034,4992,,,,mivelthurusmuielnas,,1
2035,4995,,,,casne,,1
2037,4997,,,,asuthienas,,3
2038,4998,,,,s(uthi),,1C
2039,5004,,,,mivelthurusfulchenaskae--,,1
2040,5007,,,,pitheslentenas,,1
2041,5010,,,,mimamarcesvetusal,,1
2042,5014,,,,----------------------thui,,1
2043,5018,,,,velthura,,2
2044,5021,,,,vinucenas,,2
2045,5022,,,,mikalairuftius,,1
2046,5026,,,,mienasmarceslesnaisena,,1
2047,5036,,,,------nisc------,,1
2048,5037,,,,suthi,,1
2049,5037,,,,milareceszuchusmutus,imr-larecezuchusmrmutus,2
2050,5038,,,,aveiesthi,,1
2051,5045,,,,mivenelissanchun----,imr-veneliesmrsanchunas,1A
2052,5052,,,,milarthiatef--------,imr-larthiatefunas,1
2053,5052,,,,----vthu,,2
2055,5054,,,,aranthiatefu,,1
2056,5057,,,,--------thinlnu--,bimr-larththinlnusmr-,1A
2059,5067,,,,--------asal--------,,1
2062,5091,,,,fersipnai,,1
2063,5092,,,,lupuce,,3
2065,5094,,,,l--------------------------amce,,3
2066,5095,,,,krankru,,1
2067,5096,,,,kurpu,,1
2071,5100,,,,lesn----,,3
2072,5102,,,,presnthe,,1
2073,5107,,,,rcnas,,2
2075,5112,,,,zil--------,,3
2077,5117,,,,ansina,,2
2078,5136,,,,panusu,mr-panusu,1
2080,5148,,,,------usarnthialacl------,,1
2081,5152,,,,uiesaru,cbathe-lawfulof-,1D
2084,5162,,,,----uafip----,----uamr-fip----,3
2085,5166,,,,ecnceachv--,andthesesacred-collectedremains,3
2087,5177,,,,petrualethn,mr-petru,1
2088,5180,,,,thuluter,the-thulute-best-gods,1A
2091,5191,,,,numesiaceles,mr-numesiamr-celes,1
2093,5197,,,,------letn------,mr-fastias,2
2094,5197,,,,------rthu------,mrs-aletnismr-larthsdaughters-husbands,3
2095,5197,,,,------atru------,,4
2096,5202,,,,ia,seprsias,2
2101,5214,,,,euslfufnithui,,1
2102,5217,,,,----rsia----,,1
2103,5218,,,,votrvbia s,votrvbias,3T
2104,5220,,,,nesna,,2
2105,5221,,,,ecasuthilathi,seethe-tomb,2
2106,5221,,,,alcilnia,,3
2107,5225,,,,ecasuthilarthal,seethe-tombof-mrs-larthi,1
2108,5226,,,,lartha--,mrs-larthis,2
2110,5230,,,,cetsevelcneui,,1
2112,5234,,,,cecnas,,2
2113,5235,,,,satnea,,2
2114,5236,,,,setra,,2
2116,5237,,,,fuvithun,,4B
2117,5237,,,,lursthsal,,5B
2118,5239,,,,eca suthi masnial,,1
2120,5243,,,,nthus,mr-raventhus-sons-wife,4
2122,5244,,,,sethras,mr-sethra--,2
2123,5249,,,,casntra,,1
2124,5254,,,,marthucle,,1
2125,5255,,,,vulunice,,1
2126,5256,,,,achmenrun,,1
2129,5262,,,,us,,2
2130,5266,,,,cailevipina,mr-caile,1
2131,5267,,,,macstrna,,1
2132,5270,,,,pesna,,1
2133,5271,,,,rasce,,1
2134,5275,,,,tarchunies,mr-tarchunies,2
2135,5280,,,,sisfe,,1
2136,5281,,,,amfare,,1
2137,5287,,,,murasa,mr-muras-daughters-husband,1
2139,5303,,,,misuthiavlesi--,,1
2140,5306,,,,milarusvlartialitunumtaschu,,1
2143,5314,,,,thanchviltarnai,mrs-thanchvilmrs-tarnais,1B
2146,5319,,,,thanicu,,1
2147,5323,,,,cutnealthn,ms-cutneis,1
2148,5324,,,,----tnpumpu----,slavegirlmr-pumpus,2
2150,5325,,,,----pinie----,,2
2151,5327,,,,thumlana,,1D
2152,5327,,,,------cila,,1E
2153,5327,,,,------laka--------,,1F
2154,5327,,,,------athesunamulthame,,4B
2155,5328,,,,fersu,,1
2156,5329,,,,latithe,,1
2157,5331,,,,tevarath,,1
2158,5334,,,,tanasar,,1
2159,5338,,,,punpu,,1
2160,5339,,,,tetiie,,1
2161,5345,,,,aefla,,1
2162,5346,,,,velthur,,1
2163,5356,,,,ch------,,1
2166,5362,,,,--------------------------------------------------eu--a-----c-----n------,,2
2168,5363,,,,cuclu,oneofthecyclops,1
2169,5363,,,,uthuste,,2
2170,5365,,,,fersipnei,,1
2171,5366,,,,cerun,,1
2172,5367,,,,eivase,,1
2173,5368,,,,finthial,ghost,1
2174,5368,,,,teriasals,,2
2175,5377,,,,thanirv,,1
2178,5380,,,,seitithi,,2
2179,5382,,,,vepi------------velcha,mr-vepiamr-arnthvelchasor,1
2180,5383,,,,velthur,mr-velthur,1
2186,5387,,,,seitith--,,2
2187,5389,,,,larthialisla,,3
2188,5392,,,,ravnthu,mr-ravnthus,1
2189,5392,,,,aprthnai,,2
2190,5394,,,,velusla,,2
2191,5396,,,,aninai,,1
2192,5400,,,,velthurus,mr-velthurs,2
2193,5400,,,,velusla,mr-velsslavegirl,4
2194,5401,,,,velusa,mr-vels-daughters-husband,3
2195,5401,,,,aninaic,,4
2196,5402,,,,velthurusa,mr-velthurs-sons-wife,3
2197,5404,,,,l--rthial--sa,mrs-larthis-daughters-husband,2
2200,5407,,,,scuna,,9
2201,5408,,,,cechase,,3
2202,5409,,,,cechase,,2
2203,5410,,,,clant----,clante,2
2204,5410,,,,zilath,our-headman,3
2206,5417,,,,thanachvel,,1
2207,5419,,,,eizenes,mr-eizenes,1
2209,5421,,,,vestarcnies,mr-vestarcnies,2
2213,5429,,,,mamamarcespuriiazas,,2
2221,5433,,,,pinaial,,1
2223,5437,,,,arnthalisla,mrs-arnthisgrandchilds,2
2224,5438,,,,cuclnies,,2
2225,5440,,,,pa,our-grandfather,3
2227,5443,,,,------ital,of-ms-citi,1
2228,5443,,,,------amths,,2
2229,5444,,,,cazni,ms-cazni,1A
2230,5444,,,,tatnie,mr-tatnie,1B
2231,5444,,,,iisvrivs,,2N
2233,5451,,,,apaiatruszileteraias,mr-apaiatruscommanderof-the-troop-ofmercenaries,2A
2236,5454,,,,felces,,1
2238,5458,,,,seitithiialisa,,4
2240,5459,,,,svalce,,3
2242,5464,,,,----na-----------------------------pui,----na----------------------------pui,1
2243,5466,,,,------------cezpa------,,3
2244,5473,,,,ramtha apatrui larthal alethnal camnas,mr-ramthamrs-apatruimrs-larthisdaughterand-mrslarthialethnismr-camnas,1A
2245,5477,,,,almin----,mr-almina,1
2248,5487,,,,tthrutnutth,,2
2251,5493,,,,anesarnthvelthuru,mr-anessonmr-arnthvelthuru,1
2252,5493,,,,c--an,,2A
2253,5497,,,,lurcni,ms-lurcni,1
2258,5506,,,,curunas,mr-caeurunas,1
2259,5507,,,,as,of-the-vineyard-ownermrlurvena,3
2262,5513,,,,cuthlni,ms-cuthlni,1
2263,5517,,,,------rthurusaii,slavegirlmrs-larisismr-larthurus-sons-wifetwice,2
2267,5523,,,,panzai,,1
2268,5524,,,,miapirthespu,,1
2271,5531,,,,------nies,,1
2273,5541,,,,ursce,,1
2275,5544,,,,larthzalthu------,of-mr-larthalthu,2
2280,5561,,,,anchar,,1
2281,5562,,,,velusa,mr-vels-daughters-husband,1
2282,5562,,,,velusa,mr-larthmrs-little-,1D
2294,5570,,,,ramthas,,1
2296,5576,,,,velfre--i,mr-velfrethe-father,1
2297,5576,,,,larthi,,2
2298,5577,,,,mamarceskalp,mr-mamarce,1
2299,5578,,,,flvntra--ls,mr-fluventramr-laris,1
